file,height,width,ssim,psnr_db,rmse,elapsed_ms
alphabet_page_ar_512.png,512,456,0.9208632707595825,30.13996124267578,0.031117294402026263,13.379968935623765
big_cat.png,1024,683,0.8762921690940857,28.03377914428711,0.03965618957408964,17983.666348969564
bird.png,683,1024,0.8983754515647888,26.617433547973633,0.04667972081873515,41.45648400299251
busy_city_1024.png,1024,1024,0.8435806035995483,26.339942932128906,0.048195094799113394,17965.152459219098
busy_city_256.png,256,256,0.8215855360031128,23.6795711517334,0.06546683111200997,14.498238917440176
busy_city_512.png,512,512,0.8325597643852234,23.98603057861328,0.06319728449464472,13.294755015522242
busy_city_ar_1024.png,768,1024,0.8509251475334167,24.763776779174805,0.057784460007983214,18621.339180972427
busy_city_ar_256.png,192,256,0.7958973050117493,23.358922958374023,0.06792876997026963,14.46881191805005
busy_city_ar_512.png,384,512,0.8247088193893433,23.70623016357422,0.0652662199494193,13.198722852393985
circle_1024.png,1024,1024,0.5351817607879639,36.202545166015625,0.015483631584453615,82.16085890308022
circle_256.png,256,256,0.9951341152191162,47.56983947753906,0.004183193003631505,13.255055993795395
circle_512.png,512,512,0.9980081915855408,46.694496154785156,0.0046267405030880554,13.112209038808942
circle_outlines_1024.png,1024,1024,0.3735571801662445,27.028888702392578,0.044520034653476044,80.91126196086407
circle_outlines_256.png,256,256,0.9496440291404724,30.50813102722168,0.02982588918057464,13.132340041920543
circle_outlines_512.png,512,512,0.9792525172233582,29.042598724365234,0.03530774819580977,13.025152031332254
curiosity_selfie_1024.png,1024,1024,0.8462468981742859,30.265338897705078,0.030671357848130982,81.0130771715194
curiosity_selfie_256.png,256,256,0.8257572650909424,30.317928314208984,0.030486215688551994,13.155539985746145
curiosity_selfie_512.png,512,512,0.831453800201416,29.958721160888672,0.03177341753743532,13.042731210589409
curiosity_selfie_ar_1024.png,524,1024,0.8334243297576904,30.25384521484375,0.030711972036406743,19033.248574007303
curiosity_selfie_ar_256.png,131,256,0.8214424848556519,30.67543601989746,0.029256887763488802,14.640848152339458
curiosity_selfie_ar_512.png,262,512,0.8244651556015015,30.656639099121094,0.02932027240105501,13.419831870123744
forest_res.png,683,1024,0.5664747357368469,20.74480438232422,0.09178247237341285,41.86734207905829
great_wave_1024.png,1024,1024,0.7969851493835449,24.201908111572266,0.06164594782304,82.51234400086105
great_wave_256.png,256,256,0.8097848892211914,22.54877281188965,0.07456951012536904,13.539270963519812
great_wave_512.png,512,512,0.8486506938934326,23.310100555419922,0.06831167464180861,13.19951401092112
great_wave_ar_1024.png,706,1024,0.819242537021637,23.2761287689209,0.06857936406857695,17811.285522999242
great_wave_ar_256.png,176,256,0.8096944093704224,22.5994930267334,0.0741353507522473,14.49477719143033
great_wave_ar_512.png,353,512,0.8318970203399658,22.67740821838379,0.07347329870151303,13.155075022950768
green_bird.png,1024,750,0.8068707585334778,26.609161376953125,0.046724203562511994,17923.93703898415
hill_background.png,610,1024,0.7901349067687988,28.36304473876953,0.03818103795144508,17930.302172899246
house_cat.png,683,1024,0.9275661706924438,34.383453369140625,0.0190909420246442,42.27870097383857
mandelbrot_10k_1024.png,1024,1024,0.9571935534477234,27.931896209716797,0.040124081852173796,82.61060481891036
mandelbrot_10k_256.png,256,256,0.9629982709884644,27.660419464111328,0.0413979650814409,14.369472162798047
mandelbrot_10k_512.png,512,512,0.9620728492736816,27.700733184814453,0.04120627298895089,13.20198504254222
mandelbrot_10k_ar_1024.png,819,1024,0.9624540209770203,28.264644622802734,0.03861603703406745,17864.96501392685
mandelbrot_10k_ar_256.png,204,256,0.9644736647605896,28.014554977416992,0.03974405501383295,14.583011157810688
mandelbrot_10k_ar_512.png,409,512,0.9660686254501343,28.474349975585938,0.03769488735898081,13.512687059119344
owl_eye_1024.png,1024,1024,0.8442618250846863,29.898197174072266,0.03199559042547176,83.1814301200211
owl_eye_256.png,256,256,0.7736762762069702,26.538543701171875,0.04710562665381263,13.817191123962402
owl_eye_512.png,512,512,0.8042024374008179,27.753347396850586,0.04095741381623431,13.532341923564672
owl_eye_ar_1024.png,682,1024,0.8122995495796204,27.01274871826172,0.04460284204463438,42.7152409683913
owl_eye_ar_256.png,170,256,0.7318026423454285,24.963953018188477,0.056467989388944505,13.638505013659596
owl_eye_ar_512.png,341,512,0.7627891302108765,25.812280654907227,0.051213663179239914,13.435870176181197
pillars_creation_1024.png,1024,1024,0.9153608083724976,30.935651779174805,0.028393396260679743,81.60342904739082
pillars_creation_256.png,256,256,0.884768009185791,31.85106658935547,0.025553275192128303,13.658073963597417
pillars_creation_512.png,512,512,0.8985346555709839,31.991077423095703,0.025144677652804245,13.46992002800107
pillars_creation_ar_1024.png,1024,981,0.9130836725234985,30.89786720275879,0.02851717859765187,18002.053315984085
pillars_creation_ar_256.png,256,245,0.882385790348053,31.905263900756836,0.02539432709554194,14.416107907891273
pillars_creation_ar_512.png,512,490,0.8947322964668274,31.67062759399414,0.026089664770461395,13.103927951306105
portrait_face_1024.png,1024,1024,0.7682523727416992,26.368295669555664,0.04803802934104193,82.33170001767576
portrait_face_256.png,256,256,0.8579427003860474,29.637487411499023,0.03297049886406221,13.428366975858808
portrait_face_512.png,512,512,0.8074592351913452,28.189857482910156,0.03894996376872596,13.185502961277962
portrait_face_ar_1024.png,1024,787,0.7897041440010071,27.200706481933594,0.043648026826823685,17986.571568995714
portrait_face_ar_256.png,256,196,0.871362030506134,29.76434326171875,0.03249247616898537,14.46163491345942
portrait_face_ar_512.png,512,393,0.8368804454803467,28.989728927612305,0.03552331300742603,13.15949996933341
text_new_1024.png,1024,1024,0.9244790077209473,20.431297302246094,0.0951557611897634,82.10392715409398
text_new_256.png,256,256,0.9748642444610596,24.1491756439209,0.062021339225929555,13.266209978610277
text_new_512.png,512,512,0.9631305932998657,22.604860305786133,0.07408954956841804,13.083493104204535
